OID_,Nimi,Namn,OLOTILA,TOIMENPIDE,PAIVITTAJA,PAIVITYSAJ,TYYPPI,NIMISTOLAJ,TALLENNUSA,LUOKKA,TALLENTAJA,GlobalID,x,y,Kunta
1473,Palmusalonkuja,Palmusalogränden,1, ,tarja.itatalo@vantaa.fi,12/22/2020 0:00,katu,Katu,,433, ,{A066D7A4-8799-49D8-B97A-07A2DD9243E0},381307.3635,6694815.971,Vantaa
1474,Kaarnamäenkuja,Barkbacksgränden,1, ,tarja.itatalo@vantaa.fi,12/18/2020 0:00,katu,Katu,,433, ,{F0108D85-3F18-42B0-B794-5C9D155E3AE7},380794.2122,6696859.275,Vantaa
1475,Naalitaival,Fjällrävsstråten,1, ,ritva.myyrylainen@vantaa.fi,7/8/2019 0:00,katu,Katu,,433, ,{9E58678D-7330-4A38-917F-C15C971333BB},394612.866,6691937.843,Vantaa
1476,Pärispruunoja,Bergsbrobäcken,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{4E77810A-97FC-4FFA-A343-D50E47A776FB},380092.1046,6684802.908,Vantaa
1477,Taalainkoivunpuisto,Ornäsbjörksparken,1, ,ritva.myyrylainen,11/25/2015 0:00,rakennettu luonnonkohde,puisto,11/24/2015 0:00,433,ritva.myyrylainen,{F02074EE-A711-4D56-BDA8-8D1C68D7BDE7},377443.9706,6686181.1,Vantaa
1478,Kolokalliontie,Hålabergsvägen,1, ,mikko.jarvi@vantaa.fi,4/5/2019 0:00,katu,Katu,,433, ,{A2B46551-49A0-440A-8074-9D2DF2969746},380368.5809,6683665.299,Vantaa
1479,Köysikuja,Repgränden,1, ,tarja.itatalo@vantaa.fi,12/21/2020 0:00,katu,Katu,,433, ,{1B994DC4-9980-4B65-ADB5-E774CF85F43F},379487.8127,6681598.474,Vantaa
1480,Kisapolku,Kampstigen,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,Katu,,433, ,{70F16E82-B11A-4108-80C4-6C1B8D840ECA},393324.0677,6692528.81,Vantaa
1481,Kalmarintie,Kalmarvägen,4, , ,,katu,Katu,,433, ,{93846685-5DF8-493F-9014-8C1C4065E4C8},380052.0315,6695217.573,Vantaa
1482,Åbynkuja,Åbygränden,1, ,ritva.myyrylainen@vantaa.fi,1/2/2020 0:00,katu,Katu,,433, ,{D1E5841A-E0E5-4840-812A-5E91816A9D14},382015.0694,6687267.583,Vantaa
1483,Roussalonoja,Roussalobäcken,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{BF3C04B5-022E-4B53-B022-AEB413483DAF},379510.362,6692629.399,Vantaa
1484,Kotikuusenkuja,Hemgransgränden,1, ,ritva.myyrylainen@vantaa.fi,1/19/2021 0:00,katu,Katu,,433, ,{72225821-2A13-412B-BA19-32D7459E4435},381467.7704,6694726.525,Vantaa
1485,Lillukkapolku,Stenhallonsstigen,1, , ,,muu,jalankulku,,433, ,{8ACEA54F-430D-42B5-B3E4-692727005B9E},391760.9005,6687646.664,Vantaa
1486,Kaukonkuja,Kaukogränden,1, ,ritva.myyrylainen@vantaa.fi,1/8/2020 0:00,katu,Katu,,433, ,{049EB667-4F01-4876-A40E-60255EB46499},394698.088,6688505.932,Vantaa
1487,Havukoskenaukio,Havukoskiplatsen,1, ,ritva.myyrylainen@vantaa.fi,1/15/2020 0:00,rakennettu luonnonkohde,"tori, katuaukio",,433, ,{E793B630-1515-46F2-B913-36622D1738A6},393732.9297,6688658.405,Vantaa
1488,Hirvastie,Rentjursvägen,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,Katu,,433, ,{6D788D49-4465-4B8C-AEC3-91D2F7ABA947},395444.1477,6692960.549,Vantaa
1489,Maisemapolku,Landskapsstigen,1, ,ritva.myyrylainen@vantaa.fi,9/27/2019 0:00,katu,Katu,,433, ,{CA8E4442-0BD4-4AE8-BED3-6E54D049D105},389826.58,6688912.239,Vantaa
1490,Pavintie,Pavivägen,1, , ,,katu,Katu,,433, ,{34B00509-A430-4CB0-8ECA-C7045E96895E},394875.3909,6685861.853,Vantaa
1491,Kävynkanta,Kottstammen,1, ,ritva.myyrylainen@vantaa.fi,9/3/2019 0:00,muu,jalankulku,,433, ,{F3BFC11D-70CB-42A9-AC73-69574BD3800F},392255.0237,6689253.777,Vantaa
1492,Jukolantie,Jukolavägen,1, ,tarja.itatalo@vantaa.fi,12/18/2020 0:00,katu,Katu,,433, ,{1F1288D2-7D93-42E9-B9A6-5F8189858B26},378670.9371,6695094.513,Vantaa
1493,Siipitie,Vingvägen,1, ,tarja.itatalo@vantaa.fi,12/28/2020 0:00,katu,Katu,,433, ,{86641677-AA92-41FB-8C8B-0D773F3CFB09},388245.7822,6687317.865,Vantaa
1494,Reunatie,Reunavägen,1, ,tarja.itatalo@vantaa.fi,12/28/2020 0:00,katu,Katu,,433, ,{E8084B74-BD85-4256-A0C7-205D1DD35B79},380830.0629,6696078.642,Vantaa
1495,Poutarinne,Solvädersbrinken,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,pihakatu,,433, ,{7764B604-D38A-43F0-AB8B-35F01613D522},384776.1963,6693306.483,Vantaa
1496,Kukkaketo,Blomsterängen,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{BBFD3D1A-B179-49AB-B9FA-F10BE76BBBEC},391538.9317,6685439.946,Vantaa
1497,Simakuja,Mjödgränden,1, ,tarja.itatalo@vantaa.fi,12/18/2020 0:00,katu,Katu,,433, ,{5AC08F4A-E8A9-49FD-8211-EF941253BBD5},396175.5292,6688200.844,Vantaa
1498,Tessen,Tessen,1, , ,,rakennuskohde,"Asutusnimi(talo, torppa,...)",,433, ,{064EE156-F2BB-4A43-B9A3-4F07A4F9E4B5},395776.1252,6683176.021,Vantaa
1499,Pikkukaari,Lillsvängen,1, ,ritva.myyrylainen@vantaa.fi,10/1/2019 0:00,katu,Katu,,433, ,{45B98DED-EF6F-4D59-9853-3B3E31B7DD2B},392372.5542,6684569.684,Vantaa
1500,Männikkö,Männikkö,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{BC512C82-EAF4-4425-BE42-AE1B8C68FD54},381668.8624,6694079.24,Vantaa
1501,Kartanonkoski,Herrgårdsforsen,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{AECC0B96-894A-4EA2-9D0E-C08AEC5B629B},387171.093,6684713.151,Vantaa
1502,Kirkonkylänkoski,Kyrkobyforsen,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{85F43AE8-02E8-4458-94CB-C2009A8AD965},388545.5752,6684261.468,Vantaa
1503,Åbyn yritysalue,Åby företagsområde,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{3FAD62F2-0612-496B-B153-0878AB728D83},382146.1352,6687459.235,Vantaa
1504,Punatulkuntie,Domherrevägen,1, ,tarja.itatalo@vantaa.fi,12/23/2020 0:00,katu,Katu,,433, ,{5F7EDDE0-3E5D-4C29-A004-A56CDBF3C855},394278.818,6693748.014,Vantaa
1505,Louhelantori,Klippstatorget,1, ,ritva.myyrylainen,3/23/2016 0:00,rakennettu luonnonkohde,"tori, katuaukio",3/23/2016 0:00,433,ritva.myyrylainen,{C1AE0053-E59E-4328-BAC1-7BBBE4D1531E},381401.1085,6683530.493,Vantaa
1506,Degermosantie,Degermossvägen,1, ,ritva.myyrylainen@vantaa.fi,12/5/2019 0:00,katu,Katu,,433, ,{364859C3-836C-4533-A9C7-4E9228F8D8B8},384780.5313,6692259.419,Vantaa
1507,Kolmikoivuntie,Trebjörksvägen,1, ,tarja.itatalo@vantaa.fi,12/21/2020 0:00,katu,Katu,,433, ,{421F5D6E-39F8-4865-A398-D3DD8CD64857},377786.3249,6686709.233,Vantaa
1508,Sieppotie,Flugsnapparvägen,1, , ,,katu,Katu,,433, ,{A931CFB2-6E8D-481A-9E37-B5F374A32444},393615.2815,6693217.526,Vantaa
1509,Teuvonmetsikkö,Teuvodungen,1, , ,,rakennettu luonnonkohde,Viheralue,,433, ,{335CB52C-3011-4E4D-BE35-40894EB6B8FD},395213.2028,6689381.291,Vantaa
1510,Viikateoja,Liebäcken,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{F8BB67D5-A6D6-41F4-9108-23D16C4E9F6C},378328.5641,6681137.504,Vantaa
1511,Nummitie,Movägen,1, ,ritva.myyrylainen@vantaa.fi,6/2/2020 0:00,katu,Katu,,433, ,{4341AFE7-5B96-4ADD-8E53-41062699A14C},390502.0018,6690385.571,Vantaa
1512,Omenarinne,Äppelbrinken,1, ,ritva.myyrylainen@vantaa.fi,9/27/2019 0:00,katu,pihakatu,,433, ,{2797C34F-4CB5-4EE9-804B-C26EBFD2C2CD},390384.3601,6688296.597,Vantaa
1513,Toinensavu,Andra röken,1, ,ritva.myyrylainen@vantaa.fi,11/20/2019 0:00,katu,Katu,,433, ,{07FA8583-C352-42DC-832B-D18755D59C72},386773.2477,6686344.917,Vantaa
1514,Päivätie,Dagvägen,1, ,ritva.myyrylainen@vantaa.fi,9/9/2019 0:00,katu,Katu,,433, ,{D42DCCD0-BB89-494A-9602-FDDD2BB37787},382665.4787,6684158.519,Vantaa
1515,Joikukuja,Joikgränden,1, ,ritva.myyrylainen@vantaa.fi,10/10/2019 0:00,katu,Katu,,433, ,{4ABADB8C-B76C-4E23-BE6F-3D1EAA5D9856},391117.8846,6690719.726,Vantaa
1516,Kappalaisenreitti,Kaplansrutten,1, , ,,katu,Katu,,433, ,{FDBCCB9C-1060-4FC2-B283-C603AEBCB5F3},388155.2216,6684549.365,Vantaa
1517,Illenpiha,Illegården,1, ,ritva.myyrylainen@vantaa.fi,10/3/2019 0:00,katu,pihakatu,,433, ,{D4AF83B6-623B-43A3-AC2A-CD01197940C3},387273.2946,6684660.064,Vantaa
1518,Täkypolku,Agnfiskstigen,1, ,ritva.myyrylainen@vantaa.fi,7/8/2019 0:00,muu,jalankulku,,433, ,{B1B75023-84C4-40CF-AE83-6F259D848A50},396749.2273,6691668.056,Vantaa
1519,Lihtakuja,Linskäktsgränden,1, ,ritva.myyrylainen@vantaa.fi,10/1/2019 0:00,katu,Katu,,433, ,{EC1344E2-EF33-4AED-8656-077A48C5B809},396003.2656,6685135.28,Vantaa
1520,Metsätie,Skogsvägen,1, ,tarja.itatalo@vantaa.fi,6/13/2023 0:00,katu,Katu,,433, ,{630D8667-798E-490F-B516-6F9CD78C345F},394906.2787,6681859.529,Vantaa
1521,Kestinpolku,Kestistigen,1, , ,,muu,jalankulku,,433, ,{90C41070-7CD8-4DD0-834E-116A9F0ADC68},396063.9117,6691442.88,Vantaa
1522,Loimaankoivunpolku,Fransbjörksstigen,1, , ,,muu,jalankulku,,433, ,{46D016C9-9816-41A7-A31F-850C64C6952C},377439.2157,6686014.641,Vantaa
1523,Kallioimarteenpolku,Stensötsstigen,1, ,ritva.myyrylainen@vantaa.fi,9/23/2019 0:00,muu,jalankulku,,433, ,{527F47FB-45B0-4E69-9A49-9579E06AF2CB},390767.8813,6688024.618,Vantaa
1524,Kuulapolku,Kulstigen,1, ,ritva.myyrylainen@vantaa.fi,5/24/2019 0:00,muu,jalankulku,,433, ,{E117CA9F-F822-4099-AD17-6D7B77B1CD35},395329.8537,6680151.381,Vantaa
1525,Tarinapolku,Mytstigen,1, ,ritva.myyrylainen@vantaa.fi,10/10/2019 0:00,muu,jalankulku,,433, ,{A88132E4-D4BA-444B-8D00-9809B7E91110},390658.25,6690253.347,Vantaa
1526,Kaskelanpuistikko,Lilla Brokärrsparken,1, , ,,rakennettu luonnonkohde,puisto,,433, ,{BB756451-2DD6-4A8E-AAE5-D5B3BB6AF827},394600.4351,6684611.946,Vantaa
1527,Pekankulma,Petershörnan,1, ,eija.nygard,10/25/2016 0:00,rakennettu luonnonkohde,Viheralue,7/9/2014 0:00,433,eeva.seppanen,{C9CF2D3E-FA73-461E-9479-C03742BE1FFD},394206.5529,6689570.297,Vantaa
1528,Annankalliontie,Annebergsvägen,1, ,ritva.myyrylainen@vantaa.fi,3/20/2020 0:00,katu,Katu,,433, ,{CC804E6A-4C56-4F9C-8AC9-DF4A02841335},394327.5716,6684488.877,Vantaa
1529,Mustikkamäentie,Blåbärsbackvägen,1, ,tarja.itatalo@vantaa.fi,12/22/2020 0:00,katu,Katu,,433, ,{A4D22AD6-6CBA-4D0F-9987-494A1A2611DC},384902.561,6685702.901,Vantaa
1530,Pohjoiskulma,Norrvinkeln,1, ,ritva.myyrylainen@vantaa.fi,10/1/2019 0:00,katu,Katu,,433, ,{D5ACA985-6DDF-4BF4-AF56-5559642EA47A},392210.9761,6684426.273,Vantaa
1531,Valkoinensilta,Vitbron,1, ,tarja.itatalo@vantaa.fi,11/8/2023 0:00,muu,kevyen liik. sillat ja eritasot,,433, ,{9B0B0DE1-8348-43DC-8CA3-14F15B34520C},394310.106,6688757.564,Vantaa
1532,Artturintie,Arthurvägen,1, ,ritva.myyrylainen@vantaa.fi,12/8/2020 0:00,katu,Katu,,433, ,{D4614AC1-1F67-4A29-A8C4-5AC4D1BCC76C},377036.4952,6681697.365,Vantaa
1533,Juhannuskuja,Midsommargränden,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,Katu,,433, ,{C8767DF2-E5BB-48AF-96AD-CAAB078F83E7},384699.2991,6693121.363,Vantaa
1534,Beryllikatu,Beryllgatan,1, ,tarja.itatalo@vantaa.fi,6/5/2024 0:00,katu,Katu,,433, ,{F36476FB-3C03-4E54-8F9E-AE147999B85B},381001.0343,6688058.104,Vantaa
1535,Nikinmäensilta,Nissbackabron,1, , ,,muu,kevyen liik. sillat ja eritasot,,433, ,{A2F1AD4A-98BF-414D-B2FE-F618C60F6791},396479.2461,6691451.28,Vantaa
1536,Metsäniitynoja,Skoängsbäcken,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{D2C57BE8-A88F-4EB9-9702-384C660C8FE8},398281.7643,6685028.397,Vantaa
1537,Kuuselantie,Kuuselavägen,1, ,tarja.itatalo@vantaa.fi,12/21/2020 0:00,katu,Katu,,433, ,{91266A1A-BB60-4FC2-8121-630C5E41FEFB},381482.7131,6694873.495,Vantaa
1538,Luhtaanmäenkuja,Luhtabackagränden,1, ,tarja.itatalo@vantaa.fi,12/22/2020 0:00,katu,Katu,,433, ,{E8FCF974-05A6-4C70-83E8-8D0F58AC7E0C},378918.1901,6691889.702,Vantaa
1539,Niittykuja,Ängsgränden,1, ,tarja.itatalo@vantaa.fi,12/22/2020 0:00,katu,Katu,,433, ,{9F144080-3407-4756-96F1-012AE4290235},382384.6278,6689627.842,Vantaa
1540,Linnanranta,Linnastranden,1, , ,,rakennettu luonnonkohde,puisto,,433, ,{422578B9-7912-4517-BAD4-51D36734A11F},381003.8373,6691578.839,Vantaa
1541,Kuohupolku,Svallstigen,1, ,ritva.myyrylainen@vantaa.fi,9/11/2019 0:00,muu,jalankulku,,433, ,{284DCBEB-BDC3-43B5-8BAC-6DC74F02452E},380908.3263,6683448.085,Vantaa
1542,Vantaanjoki,Vanda å,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{5891DE52-D02D-4595-A0F5-1934451CC78C},382968.4278,6685879.937,Vantaa
1543,Tikkurilan Ammattikoulu, ,1, ,tarja.itatalo@vantaa.fi,12/11/2020 0:00,rakennuskohde,opetus- ja sivistystoimi,,433, ,{0AE97BA7-4B0E-4B03-B03D-31E3576A495E},392408.7669,6686615.806,Vantaa
1544,Ruukkupolku,Krukstigen,1, , ,,muu,jalankulku,,433, ,{3A0BBBD0-DB1A-46B5-949D-5B0F7A1F2893},381054.9688,6682515.181,Vantaa
1545,Laajakorvenmäki,Bredkärrsbacken,1, ,ritva.myyrylainen@vantaa.fi,9/20/2019 0:00,muu,jalankulku,,433, ,{2E29F935-3A4C-400B-978B-8AF355608BAA},380673.608,6684720.233,Vantaa
1546,Kiillekuja,Glimmergränden,1, ,ritva.myyrylainen@vantaa.fi,5/23/2019 0:00,katu,Katu,,433, ,{37AC293F-6497-410A-A6A8-AE031FF510D0},380984.628,6688856.244,Vantaa
1547,Tapolankuja,Tapolagränden,1, ,tarja.itatalo@vantaa.fi,12/28/2020 0:00,katu,Katu,,433, ,{117B8AEB-AC5B-4578-B362-041F313D0ABA},380304.2453,6691547.468,Vantaa
1548,Rantakukantie,Fackelblomsvägen,1, ,tuuli.huhtala@vantaa.fi,11/5/2019 0:00,katu,Katu,,433, ,{F43622BE-C74A-401A-9938-B149E1030B92},390594.5734,6685882.512,Vantaa
1549,Hallinpiha,Gråsälsgården,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,pihakatu,,433, ,{9AEAC2F0-FC49-4036-8CCE-EF53DBFA9097},395486.6112,6692857.028,Vantaa
1550,Tammikuja,Ekgränden,1, ,ritva.myyrylainen@vantaa.fi,6/24/2019 0:00,katu,Katu,,433, ,{794B06A0-3329-4B7D-813E-3A83D70590A0},392289.016,6688828.766,Vantaa
1551,Vantaanmäki,Vandabacken,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,Katu,,433, ,{EA4578F5-673E-4580-9052-D6535CA17574},381316.7817,6686951.454,Vantaa
1552,Vesikuja,Vattengränden,1, ,tarja.itatalo@vantaa.fi,12/29/2020 0:00,katu,Katu,,433, ,{E9754035-3193-4BEA-9B85-669030A566DC},388312.7756,6689438.917,Vantaa
1553,Sovintosilta,Förlikningsbron,1, , ,,muu,kevyen liik. sillat ja eritasot,,433, ,{94580817-57E4-4161-8075-5864F16EEFF4},391348.9092,6686264.877,Vantaa
1554,Majavarinne,Bäverbrinken,1, ,ritva.myyrylainen@vantaa.fi,10/17/2019 0:00,katu,Katu,,433, ,{C9DD1771-76E7-4A76-8ED1-C9AF9AB3F0D0},394672.4601,6692266.345,Vantaa
1555,Maitorpanpolku,Majtorpsstigen,1, ,ritva.myyrylainen@vantaa.fi,7/15/2019 0:00,katu,Katu,,433, ,{A91199D3-439B-4718-BBBD-5F0C592EA8F2},380793.1955,6689795.629,Vantaa
1556,Seutulankoski,Sjöskogsforsen,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{152F4A30-07EB-4C43-8CCB-0B51066F6605},382264.3005,6691518.582,Vantaa
1557,Puumerkki,Bomärket,1, ,ritva.myyrylainen@vantaa.fi,9/9/2019 0:00,katu,Katu,,433, ,{E63DE5B2-BCCF-4827-B75B-31DBB12A2388},382304.9288,6684649.247,Vantaa
1558,Rekolanmäki,Räckhalsbacka,1, ,ritva.myyrylainen@vantaa.fi,6/29/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{1B918030-7BD9-4369-82D2-B26C7E6F4F74},392351.8274,6690151.606,Vantaa
1559,Joutsenkuja,Svangränden,1, ,ritva.myyrylainen@vantaa.fi,7/17/2019 0:00,katu,Katu,,433, ,{70DD2148-B569-4C86-9A6C-87A91C985D7B},393349.8594,6692710.38,Vantaa
1560,Porraskuja,Spånggränden,1, ,ritva.myyrylainen@vantaa.fi,7/11/2019 0:00,katu,Katu,,433, ,{087972C4-4742-4882-8FBF-AA28C35090ED},382893.3406,6686863.91,Vantaa
1561,Leksankuja,Leksas gränd,1, , ,,katu,Katu,,433, ,{6DF994ED-7CF5-4E17-88B9-565E8C31DBFA},380291.996,6688655.75,Vantaa
1562,Sieppokuja,Flugsnappargränden,1, ,ritva.myyrylainen@vantaa.fi,3/24/2020 0:00,katu,Katu,,433, ,{E44D4521-A7F4-4F4E-8FF1-35F8C9BDB770},393578.6909,6693445.714,Vantaa
1563,Kyrkberget,Kyrkberget,4, , ,,luonnollinen luonnonkohde,Luontoon liityvät nimet,,433, ,{E775CB90-5CD0-4645-BB8B-60E82E56531D},396765.7632,6684279.225,Vantaa
1564,Ylisenpuisto,Skullparken,1, ,ritva.myyrylainen@vantaa.fi,12/21/2020 0:00,rakennettu luonnonkohde,puisto,,433, ,{15F2CB9B-9FFD-4D7B-BD17-51B668160326},392681.2539,6686135.446,Vantaa
1565,Satukuja,Sagogränden,1, ,ritva.myyrylainen@vantaa.fi,10/10/2019 0:00,katu,Katu,,433, ,{34D4829E-5E5D-4B65-8983-7B629A3EA31F},390954.1673,6690234.695,Vantaa
1566,Mosapakanoja,Mosabackabäcken,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{2865A666-860F-44BF-98A1-DE72EFA0C0E5},379536.4066,6689861.954,Vantaa
1567,Koivuhaankuja,Björkhagsgränden,1, ,ritva.myyrylainen@vantaa.fi,7/5/2019 0:00,katu,Katu,,433, ,{353B74C8-7EEB-4C75-9751-3C7439D137AC},389545.3241,6686897.815,Vantaa
1568,Kuikkatie,Storlomsvägen,1, , ,,katu,Katu,,433, ,{6583CB4B-50E6-4208-8BD3-EBEA94094532},392550.846,6692814.746,Vantaa
1569,Keimolanportti,Käinbyporten,1, , ,,katu,Katu,,433, ,{0F0C7A70-8C9E-4FBC-8F6B-82AFEEA15156},380569.522,6688341.258,Vantaa
1570,Ritarikuja,Riddargränden,1, ,ritva.myyrylainen@vantaa.fi,7/16/2019 0:00,katu,Katu,,433, ,{1BFFAF04-5814-4276-A471-CFBEF61CB99B},381468.6111,6689726.556,Vantaa
1571,Honkasuontunneli,Hongamosstunneln,1, , ,,katu,Liikenteeseen liittyvät nimet,,433, ,{D2B23FBD-9D3E-443A-9B6E-7BDBB2907146},381238.0412,6681757.456,Vantaa
1572,Suutonoja,Sutobäcken,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,vesistökohde,Vesistöön liityvät nimet,,433, ,{78050D4A-42E9-46D3-A03A-2201581ECFF4},394425.0903,6688096.947,Vantaa
1573,Vantaannotko,Vandadälden,1, ,tarja.itatalo@vantaa.fi,12/29/2020 0:00,katu,Katu,,433, ,{ADA17D3E-442E-4063-835D-A0FD41619ABD},380876.1552,6686621.109,Vantaa
1574,Jokiniemenkuja,Ånäsgränden,1, ,ritva.myyrylainen@vantaa.fi,6/7/2019 0:00,katu,Katu,,433, ,{CB064F5B-144A-4754-9E91-A2AAFB5587C8},392366.7046,6685384.56,Vantaa
1575,Lapinniitynoja,Lappängsbäcken,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{BD43AA95-22D5-4737-98FB-E879E6A4711A},383282.6615,6689413.208,Vantaa
1576,Uunimäentie,Ugnsbacksvägen,1, ,tarja.itatalo@vantaa.fi,12/29/2020 0:00,katu,Katu,,433, ,{23A784F9-5711-490B-87A9-A8E29478244C},397653.0971,6685537.473,Vantaa
1577,Svalboet, ,1, , ,,rakennuskohde,"Asutusnimi(talo, torppa,...)",,433, ,{1334DCC6-4666-4DC3-8C23-A9546BA095F0},395687.0196,6683700.823,Vantaa
1578,Ohjaspolku,Tömstigen,1, ,ritva.myyrylainen@vantaa.fi,11/24/2020 0:00,muu,jalankulku,,433, ,{A3D0783E-D87E-4EB8-90C3-20A2D4CC9746},377256.7182,6681630.719,Vantaa
1579,Pappilanpolku,Prästgårdsstigen,1, ,ritva.myyrylainen@vantaa.fi,1/16/2020 0:00,muu,jalankulku,,433, ,{ADAB3982-BF9A-44EA-A66E-BAC92D58B43E},388614.4525,6684914.008,Vantaa
1580,Pikkusiilinkuja,Lilligelkottsgränden,1, , ,,katu,Katu,,433, ,{BF8541E9-079B-42CA-BAEF-B23941020528},394341.1607,6692121.283,Vantaa
1581,Santamäenkuja,Sandbacksgränden,1, ,ritva.myyrylainen@vantaa.fi,10/27/2020 0:00,katu,Katu,,433, ,{8E6AC5EF-F5D2-44B6-8794-A1166D41CC29},378407.1613,6683127.549,Vantaa
1582,Pihakoivuntie,Gårdsbjörksvägen,1, ,ritva.myyrylainen@vantaa.fi,9/9/2019 0:00,katu,Katu,,433, ,{F9583132-8507-45A3-A7A5-8475C22F23D7},377646.886,6686678.719,Vantaa
1583,Vihtapuistonpolku,Kvastparksstigen,1, , ,,muu,jalankulku,,433, ,{33223DF7-EA10-41FE-8E6D-7E78095E489A},392814.6391,6688784.932,Vantaa
1584,Vaaralankulma,Fagerstavinkeln,1, ,ritva.myyrylainen@vantaa.fi,10/1/2019 0:00,katu,Katu,,433, ,{D6CB9403-E7D7-44B3-8009-7612307CA630},394617.6563,6682624.867,Vantaa
1585,Ulrikantori,Ulrikatorget,1, ,Konversio,12/1/2011 0:00,rakennettu luonnonkohde,"tori, katuaukio",2/20/2004 0:00,433, ,{656EFEDD-E409-427A-924D-FF97B0194904},393253.7955,6690098.92,Vantaa
1586,Sandi,Sandis,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{F35AC84F-93DD-474F-A5F5-2A0E8EF53202},394672.6173,6692760.351,Vantaa
1587,Vihnepolku,Sådstigen,1, ,ritva.myyrylainen@vantaa.fi,11/14/2019 0:00,katu,Katu,,433, ,{59300348-5CC4-4331-ACC1-239E217A3C42},393038.2649,6686554.226,Vantaa
1588,Hakkilan kivisilta,Haxböle stenbro,1, , ,,muu,kevyen liik. sillat ja eritasot,,433, ,{8D2A142E-C037-4FBE-9087-82362F098B84},393102.5507,6685911.625,Vantaa
1589,Heidehofinoja,Heidehofsbäcken,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{DEE194C4-4ECC-4F39-8CCB-58CD22FD402D},392492.8538,6684243.779,Vantaa
1590,Kotamäki,Kotamäki,1, ,tarja.itatalo@vantaa.fi,12/14/2020 0:00,muu,"Opastuksellinen alue (kaup.osa, osa-alue ym.)",,433, ,{A73E32AC-F9A9-4864-AC76-B49EF5B1F3E8},380793.0681,6692148.366,Vantaa
1591,Alakoukku,Nedre kroken,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{B982B501-8221-492D-A41A-1B0836B7E3A0},392135.8384,6685465.851,Vantaa
1592,Grönbackanoja,Grönbackabäcken,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{C933AAB3-A0D3-4FB2-AE24-14C6064A1D67},383012.1526,6689431.418,Vantaa
1593,Lapinniityn ryhmäpuutarha,Lappängens koloniträdgård,1, ,tarja.itatalo@vantaa.fi,12/10/2020 0:00,rakennettu luonnonkohde,"erityisal. (hautausmaat, puutarhat)",,433, ,{5C7AA4EE-2F4A-4546-AE41-2D1809FC22C7},382775.1423,6689630.653,Vantaa
1594,Esterinkuja,Estergränden,1, ,ritva.myyrylainen@vantaa.fi,1/8/2020 0:00,katu,Katu,,433, ,{D7BCCBCD-260D-4660-8C47-56ED3CDAC4CD},395349.4333,6689208.336,Vantaa
1595,Vanha Rekolanoja,Gamla Räckhalsbäcken,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{495C85E3-29DB-40BE-8C53-FDFCFE284D42},393381.238,6689756.939,Vantaa
1596,Krakanoja,Skrakabäcken,1, , ,,vesistökohde,Vesistöön liityvät nimet,,433, ,{0F334C17-489D-4C3C-A262-DD1DDC5EB1C4},386440.0372,6684654.395,Vantaa
1597,Kaapukuja,Kåpgränden,1, ,tarja.itatalo@vantaa.fi,12/18/2020 0:00,katu,Katu,,433, ,{5F2E096F-69D7-4805-9CCD-0C1A43BC79A1},381540.4225,6686356.871,Vantaa
