Nimi_suom,Nimi_ruots,Kunta
Ruusumäenkuja,Rosbackagränden,Vantaa
Ruusumäenraitti,Rosbackastråket,Vantaa
Ruusumäentie,Rosbackavägen,Vantaa
Ruusupuunpiha,Rosenträdsgården,Vantaa
Ruusupuunpuisto,Rosenträdsparken,Vantaa
Ruusutie,Rosvägen,Vantaa
Ruusuvuorenkuja,Rosenbergsgränden,Vantaa
Ruusuvuorenmäki,Rosenbergsbacken,Vantaa
Ruusuvuorenpolku,Rosenbergsstigen,Vantaa
Ruusuvuorenrinne,Rosenbergsbrinken,Vantaa
Ruutanakuja,Rudgränden,Vantaa
Ruutinkoski,Grotensfors,Vantaa
Ruutintie,Grotensvägen,Vantaa
Ruutulippu,Målflaggan,Vantaa
Ruutulipunkuja,Målflaggsgränden,Vantaa
Ruutulipunpuisto,Målflaggsparken.,Vantaa
Ruuvikuja,Skruvgränden,Vantaa
Ruuvipolku,Skruvstigen,Vantaa
Ruuvitie,Skruvvägen,Vantaa
Rypsipolku,Rypsstigen,Vantaa
Ryssberget,Ryssberget,Vantaa
Rystypolku,Backhandsstigen,Vantaa
Ryytimaa,Kryddgården,Vantaa
Ryytimaantie,Kryddgårdsvägen,Vantaa
Ryytipolku,Kryddstigen,Vantaa
Saagakuja,Sagagränden,Vantaa
Saagapolku,Sagastigen,Vantaa
Saagapuisto,Sagaparken,Vantaa
Saagatie,Sagavägen,Vantaa
Saaliskuja,Jaktbytesgränden,Vantaa
Saalispuisto,Jaktbytesparken,Vantaa
Saalistie,Jaktbytesvägen,Vantaa
Saarantie,Saravägen,Vantaa
Saarioinen Oy,0,Vantaa
Saaristo,Saaristo,Vantaa
Saarisuonoja,Holmmossbäcken,Vantaa
Saarniharjunkuja,Askåsgränden,Vantaa
Saarnikuja,Askgränden,Vantaa
Saarnirinne,Askbrinken,Vantaa
Saarnitie,Askvägen,Vantaa
Sääskenpuisto,Sääskiparken,Vantaa
Sääskikuja,Myggränden,Vantaa
Sääskipolku,Myggstigen,Vantaa
Sääskitie,Myggvägen,Vantaa
Säätökuja,Ställgränden,Vantaa
Sadepolku,Regnstigen,Vantaa
Säekuja,Versgränden,Vantaa
Safiiriaukio,Safirplatsen,Vantaa
Safiirikuja,Safirgränden,Vantaa
Safiiripolku,Safirstigen,Vantaa
Sahakuja,Såggränden,Vantaa
Sahamäenkaari,Sågbacksbågen,Vantaa
Sahamäenkuja,Sågbacksgränden,Vantaa
Sahamäenpuisto,Sågbacksparken,Vantaa
Sahamäentie,Sågbacksvägen,Vantaa
Sahamäki,Sågbacka,Vantaa
Sahapolku,Sågstigen,Vantaa
Sahapuisto,Sågparken,Vantaa
Sahatie,Sågvägen,Vantaa
Sähkömetsä,Sähkömetsä,Vantaa
Sähkötie,Elvägen,Vantaa
Sahrapolku,Årderstigen,Vantaa
Sahrapuisto,Årderparken,Vantaa
Sahratie,Årdervägen,Vantaa
Säiläpuisto,Sabelparken,Vantaa
Säilätie,Sabelvägen,Vantaa
Sairaalakatu,Sjukhusgatan,Vantaa
Säkäkuja,Mankgränden,Vantaa
Sakarakuja,Spetsgränden,Vantaa
Sakarinkuja,Sakarigränden,Vantaa
Sakarintie,Sakarivägen,Vantaa
Sakastipolku,Sakrististigen,Vantaa
Sakastipuisto,Sakristiparken,Vantaa
Saksalainen sotilashautausmaa,Tyska soldatbegravningsplatsen,Vantaa
Saksipolku,Saxstigen,Vantaa
Salakkakuja,Löjgränden,Vantaa
Salas,Salas,Vantaa
Säle,Spjälan,Vantaa
Salkolankuja,Salkolagränden,Vantaa
Salkolanpuisto,Salkolaparken,Vantaa
Salkolantie,Salkolavägen,Vantaa
Salpakuja,Regelgränden,Vantaa
Sälpäkuja,Spatgränden,Vantaa
Sälpämaa,Spatmarken,Vantaa
Salpapuisto,Regelparken,Vantaa
Sälpäpuisto,Spatparken,Vantaa
Sälpätie,Spatvägen,Vantaa
Sammalleimunpuisto,Mossfloxparken,Vantaa
Sammalpolku,Mosstigen,Vantaa
Sammaltie,Mossvägen,Vantaa
Sampikuja,Störgränden,Vantaa
Sampirinne,Störbrinken,Vantaa
Sampola,Sampola,Vantaa
Sampolantie,Sampolavägen,Vantaa
Sampsankuja,Sampsagränden,Vantaa
Sampsanpolku,Sampsastigen,Vantaa
Samuel Broteruksen puisto,Samuel Broterus park,Vantaa
Sananjalanpolku,Örnbräksstigen,Vantaa
Sananjalantie,Örnbräksvägen,Vantaa
Sandbacka,Sandbacka,Vantaa
Sandbackanoja,Sandbackabäcken,Vantaa
Sandbackanraitti,Sandbackastråket,Vantaa
Sandbackantori,Sandbackatorget,Vantaa
Sandi,Sandis,Vantaa
Saniaispolku,Ormbunksstigen,Vantaa
Sankarikuja,Hjältegränden,Vantaa
Sänkikuja,Sädestubbsgränden,Vantaa
Sänkipuisto,Sädesstubbsparken,Vantaa
Sanomakulma,Tidningsvinkeln,Vantaa
Sanomatie,Tidningsvägen,Vantaa
Santakuopanlampi,Sandgropspotten,Vantaa
Santakuopantie,Sandgropsvägen,Vantaa
Santamäenkuja,Sandbacksgränden,Vantaa
Santamäentie,Sandbacksvägen,Vantaa
Santamalmi,Sandmalmen,Vantaa
Santaradanniitty,Sandbansängen,Vantaa
Santaradanpolku,Sandbansstigen,Vantaa
Santaradantie,Sandbanan,Vantaa
Santuntie,Santtuvägen,Vantaa
Saraksenoja,Sarasbäcken,Vantaa
Saraksentie,Sarasvägen,Vantaa
Sarakuja,Starrgränden,Vantaa
Saras,Saras,Vantaa
Sarastuspolku,Gryningsstigen,Vantaa
Saratie,Starrvägen,Vantaa
Sarinpolku,Saristigen,Vantaa
Sarkaniitty,Filängen ,Vantaa
Sarkapolku,Tegstigen,Vantaa
Sarkatie,Tegvägen,Vantaa
Särkikuja,Mörtgränden,Vantaa
Särkitie,Mörtvägen,Vantaa
Särkkäkuja,Revgränden,Vantaa
Saroxnäset,Saroxnäset,Vantaa
Sarvijaakonkuja,Hornbaggsgränden,Vantaa
Sarvijaakonpolku,Hornbaggsstigen,Vantaa
Sarvijaakontie,Hornbaggsvägen,Vantaa
Sarvijaakonvalli,Hornbaggsvallen,Vantaa
Satakielenaukio,Näktergalsplatsen,Vantaa
Satakielenkuja,Näktergalsgränden,Vantaa
Satakielenpuisto,Näktergalsparken,Vantaa
Satakielentie,Näktergalsvägen,Vantaa
Sateenkaarenpuisto,Regnbågsparken,Vantaa
Sateenkaarensilta,Regnbågsbron,Vantaa
Sateenkaari,Regnbågen,Vantaa
Säterinkatu,Sätersgatan,Vantaa
Säterinpolku,Säterstigen,Vantaa
Säteritilankatu,Sätesgårdsgatan,Vantaa
Satomäenkuja,Brännmalmsgränden,Vantaa
Satomäenranta,Brännmalmsstranden,Vantaa
Satomäentie,Brännmalmsvägen,Vantaa
Satomäki,Brännmalmen,Vantaa
Satopolku,Skördstigen,Vantaa
Satopuisto,Skördparken,Vantaa
Satukuja,Sagogränden,Vantaa
Satulakuja,Sadelgränden,Vantaa
Satuoja,Sagobäcken,Vantaa
Satupolku,Sagostigen,Vantaa
Satupuisto,Sagoparken,Vantaa
Saturnuksenkuja,Saturnusgränden,Vantaa
Saturnuksenpolku,Saturnusstigen,Vantaa
Saturnuksenpuisto,Saturnusparken,Vantaa
Saturnuksenrinne,Saturnusbrinken,Vantaa
Satutie,Sagovägen,Vantaa
Saukkokuja,Uttergränden,Vantaa
Saukkorinne,Utterbrinken,Vantaa
Saumapolku,Sömstigen,Vantaa
Saunalenkki,Bastulänken,Vantaa
Sauniokuja,Kamomillgränden,Vantaa
Sauniopuisto,Kamomillparken,Vantaa
Sauniotie,Kamomillvägen,Vantaa
Sauramontie,Kullavägen,Vantaa
Sauvatie,Stavvägen,Vantaa
Säveltie,Tonvägen,Vantaa
Savikiventie,Lerstensvägen,Vantaa
Savikkakuja,Mållagränden,Vantaa
Savikkapuisto,Mållaparken,Vantaa
Savikkatie,Mållavägen,Vantaa
Savimaantie,Savimaavägen,Vantaa
Saviontie,Saviovägen,Vantaa
Savukvartsinkatu,Rökkvartsgatan,Vantaa
Säynetie,Idvägen,Vantaa
Seijantie,Seijavägen,Vantaa
Seitsemästie,Sjunde vägen,Vantaa
Seiväskuja,Stavhoppsgränden,Vantaa
Seiväspolku,Stavhoppsstigen,Vantaa
Seivästie,Stavhoppsvägen,Vantaa
Seliminkuja,Selimsgränden,Vantaa
Seljapolku,Fläderstigen,Vantaa
Sellerikuja,Sellerigränden,Vantaa
Sellokuja,Cellogränden,Vantaa
Sepänmäki,Smedsbacken,Vantaa
Sepänniitty,Sepänniitty,Vantaa
Sepänpiha,Smedsgården,Vantaa
Sepänrinne,Smedsbrinken,Vantaa
Seponpolku,Seppostigen,Vantaa
Sepontie,Seppovägen,Vantaa
Seppälä,Seppälä,Vantaa
Seppälänkuja,Smedsgränden,Vantaa
Seppäläntie,Smedsvägen,Vantaa
SERPENTIINIKIVENKATU,SERPENTINSTENSGATAN,Vantaa
SERPENTIINIKIVENKUJA,SERPENTINSTENSGRÄNDEN,Vantaa
SERPENTIINIKIVENPOLKU,SERPENTINSTENSSTIGEN,Vantaa
SERPENTIINIKIVENPUISTO,SERPENTINSTENSPARKEN,Vantaa
Seulastenpolku,Plejadernas stig,Vantaa
Seulastentie,Plejadernas väg,Vantaa
Seutula,Sjöskog,Vantaa
Seutulan Isoniittu,Sjöskogs Storängen,Vantaa
Seutulankoski,Sjöskogsforsen,Vantaa
Siemenpolku,Fröstigen,Vantaa
Sienestäjänkuja,Svampplockargränden,Vantaa
Sienestäjänpolku,Svampplockarstigen,Vantaa
Sienikuja,Svampgränden,Vantaa
Sieppokuja,Flugsnappargränden,Vantaa
Siepporinne,Flugsnapparbrinken,Vantaa
Sieppotie,Flugsnapparvägen,Vantaa
Siikakuja,Sikgränden,Vantaa
Siikapuisto,Sikparken,Vantaa
Siikarinne,Sikbrinken,Vantaa
Siikatie,Sikvägen,Vantaa
Siilipuisto,Igelkottsparken,Vantaa
Siilipuistontie,Igelkottsparksvägen,Vantaa
Siilireitti,Igelkottsrutten,Vantaa
Siilirinne,Igelkottsbrinken,Vantaa
Siilitaival,Igelkottsstråten,Vantaa
Siilitie,Igelkottsvägen,Vantaa
Siilotie,Silovägen,Vantaa
Siimapuisto,Revparken,Vantaa
Siimeskuja,Skymningsgränden,Vantaa
Siipitie,Vingvägen,Vantaa
Siirakuja,Gråsuggsgränden,Vantaa
Siiratie,Gråsuggsvägen,Vantaa
Siirtolanpolku,Kolonistigen,Vantaa
Silahihna,Selremmen,Vantaa
Silakkakuja,Strömmingsgränden,Vantaa
Silakuja,Selgränden ,Vantaa
Silatie,Selvägen,Vantaa
Silkkipolku,Silkesstigen,Vantaa
Silkkisilta,Silkebron,Vantaa
Silkkitehtaantie,Silkesfabriksvägen,Vantaa
Silkkitie,Silkevägen,Vantaa
Sillböle gård,Sillböle gård,Vantaa
Sillbölen rautakaivos,Sillböle järngruva,Vantaa
Sillbölenoja,Sillbölebäcken,Vantaa
Sillbölensilta,Sillbölebron,Vantaa
Sillitie,Sillvägen,Vantaa
Silmukuja,Bladknoppsgränden,Vantaa
Siltamäen kivisilta,Brobacka stenbro,Vantaa
Siltaniitty,Broängen,Vantaa
Siltaniitynkuja,Broängsgränden,Vantaa
Silvastintie,Silvastasvägen,Vantaa
Silvola,Sillböle,Vantaa
Silvolan tekojärvi,Sillböle bassäng,Vantaa
Silvolan yritysalue,Silvola företagsområde,Vantaa
Silvolankankaanpuisto,Sillbölemalmsparken,Vantaa
Silvolankankaantie,Sillbölemalmsvägen,Vantaa
Silvolantie,Sillbölevägen,Vantaa
Simakuja,Mjödgränden,Vantaa
Simonkallio,Simonsberg,Vantaa
Simonkallionkuja,Simonsbergsgränden,Vantaa
Simonkallionpolku,Simonsbergsstigen,Vantaa
Simonkallionpuisto,Simonsbergsparken,Vantaa
Simonkalliontie,Simonsbergsvägen,Vantaa
Simonkuja,Simonsgränden,Vantaa
Simonkylä,Simonsböle,Vantaa
Simonkylänpuisto,Simonsböleparken,Vantaa
Simonkyläntie,Simonsbölevägen,Vantaa
Simonlaakso,Simonsdal,Vantaa
Simonmetsä,Simonsskog,Vantaa
Simonmetsäntie,Simonsskogsvägen,Vantaa
Simonmetsikkö,Simonsdungen,Vantaa
Simonpolku,Simonsstigen,Vantaa
Simonportti,Simonsporten,Vantaa
Simonsilta,Simonsbro,Vantaa
Simontie,Simonsvägen,Vantaa
Simosentie,Simonens väg,Vantaa
Simpparinmäki,Simpparibacken,Vantaa
Simpukankuja,Musselgränden,Vantaa
Sinikantie,Sinikkavägen,Vantaa
Sinikellonkuja,Blåklocksgränden,Vantaa
Sinikellonpolku,Blåklocksstigen,Vantaa
Sinikellontie,Blåklocksvägen,Vantaa
Siniketunpolku,Blårävsstigen,Vantaa
Sinikuja,Blågränden,Vantaa
Sinikvartsinkatu,Blåkvartsgatan,Vantaa
Sinikvartsinpiha,Blåkvartsgården,Vantaa
Sinilatvankuja,Blågullsgränden,Vantaa
Sinilatvanpolku,Blågullsstigen,Vantaa
Sinilatvanpuisto,Blågullsparken,Vantaa
Sinilatvantie,Blågullsvägen,Vantaa
Sinirikonkuja,Purpurbräcksgränden,Vantaa
Sinirikonpuisto,Purpurbräcksparken,Vantaa
Sinirikontie,Purpurbräcksvägen,Vantaa
Sinisiiventie,Blåvingevägen,Vantaa
Sinivuokontie,Blåsippsvägen,Vantaa
Sipoontie,Sibbovägen,Vantaa
Sipulikuja,Lökgränden,Vantaa
Sipulinvarsi,Lökgången,Vantaa
Sipulipuisto,Lökparken,Vantaa
Sipulitie,Lökvägen,Vantaa
Sireenikuja,Syrengränden,Vantaa
Sireenitie,Syrenvägen,Vantaa
Siriuksenkuja,Siriusgränden,Vantaa
Siriuksenpolku,Siriusstigen,Vantaa
Siriuksenpuisto,Siriusparken,Vantaa
Sirkankuja,Sirkkagränden,Vantaa
Sirpanpolku,Sirpastigen,Vantaa
Sirpantie,Sirpavägen,Vantaa
Sirppikuja,Skärgränden,Vantaa
Sisukaurankaari,Sisuhavresvängen,Vantaa
Sisukauranpolku,Sisuhavrestigen,Vantaa
Sitriinikuja,Citringränden,Vantaa
Sivuhaara,Sidogrenen,Vantaa
Sivupolku,Sidostigen,Vantaa
Skallbölenoja,Skallbölebäcken,Vantaa
Skattmansbynniitty,Skattmansbyängen,Vantaa
Skiljegårdsbäcken,Skiljegårdsbäcken,Vantaa
Skinnarintie,Skinnarsvägen,Vantaa
Skituklimpen,Skituklimpen,Vantaa
Skoängen,Skoängen,Vantaa
Skobbaksenkuja,Skobbasgränden,Vantaa
Skobbaksenmaa,Skobbasmarken,Vantaa
Skobbaksenniitty,Skobbasängen,Vantaa
Skobbaksenpolku,Skobbasstigen,Vantaa
Skobbaksenrinne,Skobbasbrinken,Vantaa
Skomars,Skomars,Vantaa
Skrattbölenmaa,Skrattbölemarken,Vantaa
Slättbackanmetsä,Slättbackaskogen,Vantaa
Smedjan,Smedjan,Vantaa
Smeds,Smeds,Vantaa
Smedsberg,Smedsberg,Vantaa
Smedsinmetsä,Smedsskogen,Vantaa
Smedsinoja,Smedsbäcken,Vantaa
Smedsinpuisto,Smedsparken,Vantaa
Smedsmossen,Smedsmossen,Vantaa
Sofianlehdonpolku,Sofielundsstigen,Vantaa
Sofianlehdonpuisto,Sofielundsparken,Vantaa
Sofiaro,Sofiaro,Vantaa
Sofieberg,Sofieberg,Vantaa
Sofielund,Sofielund,Vantaa
Soidinniittu,Soidi,Vantaa
Soidinpolku,Orrspelsstigen,Vantaa
Soihtutie,Fackelvägen,Vantaa
Sointukuja,Klanggränden,Vantaa
Soittajankuja,Musikantgränden,Vantaa
Sokkakuja,Sprintgränden,Vantaa
Solatie,Passvägen,Vantaa
Solbacka,Solbacka,Vantaa
Solbackantie,Solbackavägen,Vantaa
Solbacken,Solbacken,Vantaa
Solinakuja,Porlgränden,Vantaa
Solinaoja,Hösselbäcken,Vantaa
Solinapiha,Porlgården,Vantaa
Solinapolku,Porlstigen,Vantaa
Solkikuja,Spännegränden,Vantaa
Solkipolku,Spännestigen,Vantaa
Solmu,Knuten,Vantaa
Solmupuisto,Knutparken,Vantaa
Soltorp,Soltorp,Vantaa
Somerikkotie,Klapperstensvägen,Vantaa
Somertie,Grusvägen,Vantaa
Sompakuja,Stavtrissgränden,Vantaa
Sompapuisto,Stavtrissparken,Vantaa
Sompiontie,Sompiovägen,Vantaa
Soopelipolku,Sobelstigen,Vantaa
Sopulikuja,Lämmelgränden,Vantaa
Sorakuja,Grusgränden,Vantaa
Sorapolku,Grusstigen,Vantaa
Sorkkarinlampi,Sorkkaripotten,Vantaa
Sormuspolku,Fingerringsstigen,Vantaa
Sorsatie,Andvägen,Vantaa
Sorvapolku,Sarvstigen,Vantaa
Sorvatie,Sarvvägen,Vantaa
Sorvatienkenttä,Sarvvägsplanen,Vantaa
Sorvikuja,Svarvgränden,Vantaa
Sorvipolku,Svarvstigen ,Vantaa
Sotilaskorpi,Soldatkärret,Vantaa
Sotilaskorventie,Soldatkärrsvägen,Vantaa
Sotkakuja,Dykandsgränden,Vantaa
Sotkapuisto,Dykandsparken,Vantaa
Sotkarinne,Dykandsbrinken,Vantaa
Sotkatie,Dykandsvägen,Vantaa
Sotungin Kirkkokallio,Sottungsby Kyrkberg,Vantaa
Sotungintie,Sottungsbyvägen,Vantaa
Sotunki,Sottungsby,Vantaa
Sovintopuisto,Förlikningsparken,Vantaa
Sovintosilta,Förlikningsbron,Vantaa
Spanskinkuja,Spanskisgränden,Vantaa
Spanskinpuisto,Spanskisparken,Vantaa
Spanskintie,Spanskisvägen,Vantaa
Spinellikuja,Spinellgränden,Vantaa
Spinellipolku,Spinellstigen,Vantaa
Staffaksenkuja,Staffasgränden,Vantaa
Stambo,Stambo,Vantaa
Starholken,Starholken,Vantaa
Starttimäki,Startbacken,Vantaa
Stenåkern,Stenåkern,Vantaa
Stenbacka,0,Vantaa
Stenhuset,Stenhuset,Vantaa
Stenkulla,Stenkulla,Vantaa
Stenkullanmäki,Stenkullabacken,Vantaa
Stenkullanpolku,Stenkullastigen,Vantaa
Stenkullanpuisto,Stenkullaparken,Vantaa
Storängarna,Storängarna,Vantaa
Stormosseninniitty,Stormossängen,Vantaa
Storpetas,Storpetas,Vantaa
Stors,Stors,Vantaa
Strandkulla,Strandkulla,Vantaa
Strandkullanoja,Strandkullabäcken,Vantaa
Strandkullantie,Strandkullavägen,Vantaa
Strenginkulma,Strengs hörna,Vantaa
Sudenluolanpolku,Varglyestigen,Vantaa
Sudentassu,Vargtassen,Vantaa
Suhinapolku,Susstigen,Vantaa
Suitsikuja,Betselgränden,Vantaa
Suitsipuisto,Betselparken,Vantaa
Suksikuja,Skidgränden,Vantaa
Suksipuisto,Skidparken,Vantaa
Suksitie,Skidvägen,Vantaa
Sulkakuja,Fjädergränden,Vantaa
Sulku,Sulkon,Vantaa
Sumapolku,Timmerbrötsstigen,Vantaa
Sumapuisto,Timmerbrötsparken,Vantaa
Suojalankuja,Suojalkagränden,Vantaa
Suojalantie,Suojalkavägen,Vantaa
Suojalka,Suojalka,Vantaa
Suokallionkuja,Mossabergsgränden,Vantaa
Suokalliontie,Mossabergsvägen,Vantaa
Suokeijunkuja,Kärrälvegränden,Vantaa
Suolakuja,Saltgränden,Vantaa
Suomantie,Suomavägen,Vantaa
Suometsäntie,Mosskogsvägen,Vantaa
Suoniityntie,Ängskärrsvägen,Vantaa
Suopursunaukio,Getporsplatsen,Vantaa
Suopursuntie,Getporsplatsen,Vantaa
Suosaarenkaari,Suosaarisvängen,Vantaa
Suosaarentie,Mossholmsvägen,Vantaa
Suotie,Kärrvägen,Vantaa
Suovakuja,Stackgränden,Vantaa
Suovapolku,Stackstigen,Vantaa
Suovatie,Stackvägen,Vantaa
Supikuja,Mårdhundsgränden,Vantaa
Surviaisenkuja,Dagsländsgränden,Vantaa
Susiraja,Varggränsen,Vantaa
Sutars,Sutars,Vantaa
Sutarsinpolku,Sutarsstigen,Vantaa
Sutarsinpuisto,Sutarsparken,Vantaa
Suunnistajankuja,Orienterargränden,Vantaa
Suunnistajanpolku,Orienterarstigen,Vantaa
Suutarinkuja,Sutarsgränden,Vantaa
Suutonoja,Sutobäcken,Vantaa
Suvanto,Lugnvattnet,Vantaa
Suvantopolku,Lugnvattensstigen,Vantaa
Suvantotie,Lugnvattensvägen,Vantaa
Svalboet,0,Vantaa
Sydänpuisto,Hjärteparken,Vantaa
Sydäntie,Hjärtvägen,Vantaa
Sydenpolttajankuja,Kolargränden,Vantaa
Syöttipolku,Betestigen,Vantaa
Sysikuja,Träkolsgränden,Vantaa
Sysipuisto,Träkolsparken,Vantaa
Syväkivenpolku,Djupbergsstigen,Vantaa
Syväkivenraitti,Djupbergsstråket,Vantaa
Syväkiventie,Djupbergsvägen,Vantaa
Syvänkuopanmäki,Djupgropsbacken,Vantaa
Syvänkuopanoja,Djupgropsbäcken,Vantaa
Syvänkuopanrinne,Djupgropsbrinken,Vantaa
Syvännepolku,Djupstigen,Vantaa
Syväoja,Syväoja,Vantaa
Syväojanmetsä,Syväojaskogen,Vantaa
Syyrakinkuja,Syrakasgränden,Vantaa
Syyrakinpolku,Syrakasstigen,Vantaa
Syysmäki,Höstbacken,Vantaa
Syystuulenkuja,Höstvindsgränden,Vantaa
Syystuulenpolku,Höstvindsstigen,Vantaa
Syystuulentie,Höstvindsvägen,Vantaa
Taalainkoivunpuisto,Ornäsbjörksparken,Vantaa
Taalainkoivuntie,Ornäsbjörksvägen,Vantaa
Taalarikatu,Dalergatan,Vantaa
Taavankuja,Stavagränden,Vantaa
Tädyketie,Ärenprisvägen,Vantaa
Tähdenlento,Stjärnfallet,Vantaa
Tähkäkuja,Axgränden,Vantaa
Tähkäpolku,Axstigen,Vantaa
Tähkätori,Axtorget,Vantaa
Tähkätorinpolku,Axtorgsstigen ,Vantaa
Tahkonkampi,Slipstensvävet,Vantaa
Tahkopolku,Slipstensstigen,Vantaa
Tahkopuisto,Slipstensparken,Vantaa
Tahkotie,Slipstensvägen,Vantaa
Tähtäinkuja,Siktesgränden,Vantaa
Tähtimöntie,Stjärnblomsvägen,Vantaa
Tähtitaivaankuja,Stjärnhimmelsgränden,Vantaa
Tähtitaivaantie,Stjärnhimmelsvägen,Vantaa
Tahtitie,Taktvägen,Vantaa
Tähtönen,Lillstjärnan,Vantaa
Taikakuja,Trollerigränden,Vantaa
Taikapuisto,Trolleriparken,Vantaa
Taikurintie,Trollkarlsvägen,Vantaa
Taimenkuja,Forellgränden,Vantaa
Tainantie,Tainavägen,Vantaa
Taisto Mäen puisto,Taisto Mäkis park,Vantaa
Taistonpolku,Taistostigen,Vantaa
Taiturinpolku,Virtuosstigen,Vantaa
Taivaanvuohentie,Beckasinvägen,Vantaa
Taivalmetsä,Edesskogen,Vantaa
Taivalniitynpolku,Edesängsstigen,Vantaa
Taivalpolku,Edesstigen,Vantaa
Taivalpuisto,Edesparken,Vantaa
Taivaltie,Edesvägen,Vantaa
Taivaskero,Taivaskero,Vantaa
Taivastie,Skyvägen,Vantaa
Takamäki,Takamäki,Vantaa
Takojantie,Smidarvägen,Vantaa
Taksiväylä,Taxileden,Vantaa
Taksvärkkipolku,Dagsverksstigen,Vantaa
Taksvärkkipulkka,Dagsverkspulkan,Vantaa
Täkypolku,Agnfiskstigen,Vantaa
Täkypuisto,Agnfiskparken,Vantaa
Täkytie,Agnfiskvägen,Vantaa
Talkookentänpolku,Talkoplansstigen,Vantaa
Talkookenttä,Talkoplanen,Vantaa
Talkoopolku,Talkostigen,Vantaa
Talkooraitti,Talkostråket,Vantaa
Talkootie,Talkovägen,Vantaa
Talkootori,Talkotorget,Vantaa
Tallbacka,Tallbacka,Vantaa
Tallimäentie,Stallbacksvägen,Vantaa
Tallkärret,Tallkärret,Vantaa
Talonpojantie,Bondevägen,Vantaa
Talttakuja,Mejselgränden,Vantaa
Talttapolku,Mejselstigen,Vantaa
Talttapuisto,Mejselparken,Vantaa
Talvikkipolku,Pyrolastigen,Vantaa
Talvikkipuisto,Pyrolaparken,Vantaa
Talvikkirinne,Pyrolabrinken,Vantaa
Talvikkitie,Pyrolavägen,Vantaa
Talvitie,Vintervägen,Vantaa
Tammapolku,Märrstigen,Vantaa
Tammapuisto,Märrparken,Vantaa
Tammasuo,Märakärret,Vantaa
Tammenterho,Ekollonet,Vantaa
Tammenterhonpolku,Ekollonsstigen,Vantaa
Tammikuja,Ekgränden,Vantaa
Tammikujanmetsikkö,Ekgrändsdungen,Vantaa
Tammimäentie,Ekbacksvägen,Vantaa
Tammio,Tammio,Vantaa
Tammionkalliot,Tammiobergen,Vantaa
Tammirinteenpolku,Ekbrinksstigen,Vantaa
Tammirinteenpuisto,Ekbrinksparken,Vantaa
Tammirinteentie,Ekbrinksvägen,Vantaa
Tammisto,Rosendal,Vantaa
Tammiston kauppatie,Rosendals handelsväg,Vantaa
Tammistonkatu,Tammistogatan,Vantaa
Tammistonkuja,Tammistogränden,Vantaa
Tammistonmäki,Tammistobacken,Vantaa
Tammistonpolku,Tammistostigen,Vantaa
Tammistonranta,Tammistostranden,Vantaa
Tammistontie,Tammistovägen,Vantaa
Tanhukuja,Folkdansgränden,Vantaa
Tanhupolku,Folkdansstigen,Vantaa
Tanhurinne,Folkdansbrinken,Vantaa
Tanssijanpolku,Dansarstigen,Vantaa
Tanssijantie,Dansarvägen,Vantaa
Tanupolku,Styckmösstigen,Vantaa
Taoskuja,Smidesgränden,Vantaa
Taostie,Smidesvägen,Vantaa
Tapahtumakuja,Evenemangsgränden,Vantaa
Tapaninkyläntie,Staffansbyvägen,Vantaa
Tapionkuja,Tapiogränden,Vantaa
Tapionrannanpolku,Tapiostrandsstigen,Vantaa
Tapionranta,Tapiostranden,Vantaa
Tapiontaival,Tapiostråten,Vantaa
Tapiontie,Tapiovägen,Vantaa
Tapola,Tapola,Vantaa
Tapolankuja,Tapolagränden,Vantaa
Tapolanoja,Tapolabäcken ,Vantaa
Tapolanpolku,Tapolastigen,Vantaa
Tapolanrinne,Tapolabrinken,Vantaa
Tapolansilta ,Tapolabron,Vantaa
Tapolantie,Tapolavägen,Vantaa
Tapparakuja,Stridsyxgränden,Vantaa
Tapparapolku,Stridsyxstigen,Vantaa
Tarha,Fållan,Vantaa
Tarhapuisto,Fållparken,Vantaa
Tarhurinaukio,Trädgårdsmästarplatsen,Vantaa
Tarhurinpuisto,Trädgårdsmästarparken,Vantaa
Tarhurintie,Trädgårdsmästarvägen,Vantaa
Tarinapolku,Mytstigen,Vantaa
Tarinapuisto,Mytparken,Vantaa
Tarinatie,Mytvägen,Vantaa
Tarinatori,Sagotorget,Vantaa
Tarjantie,Tarjavägen,Vantaa
Tasakalliontie,Flatbergsvägen,Vantaa
Tasankopolku,Slättstigen,Vantaa
Tasankopuisto,Slättparken,Vantaa
Tasetie,Balansvägen,Vantaa
Tasettipolku,Tazettstigen,Vantaa
Tatti,Soppen,Vantaa
Tattikuja,Soppgränden,Vantaa
Tattipolku,Soppstigen,Vantaa
Taula-Matin tie,Taula-Mattis väg,Vantaa
Taulapolku,Fnöskestigen,Vantaa
Taulatie,Fnöskevägen,Vantaa
Tavastinpuisto,Tavastparken,Vantaa
Tavastkullanmäki,Tavastkullabacken,Vantaa
Tavastkullanoja,Tavastkullabäcken,Vantaa
Tavastkullanpelto,Tavastkullaåkern,Vantaa
Tavastkullanpolku,Tavastkullastigen,Vantaa
Tavastkullantie,Tavastkullavägen,Vantaa
Tavellkärret,Tavellkärret,Vantaa
Tavipuisto,Krickparken,Vantaa
Tavitie,Krickvägen,Vantaa
Täysikuuntie,Fullmånsvägen,Vantaa
Teatteriaukio,Teaterplatsen,Vantaa
Teatterikuja,Teatergränden,Vantaa
Teatteripolku,Teaterstigen,Vantaa
