index,Nimi,Namn,Kunta
4297,Siilipuistontie,Igelkottsparksvägen,Vantaa
4298,Siilireitti,Igelkottsrutten,Vantaa
4299,Siilirinne,Igelkottsbrinken,Vantaa
4300,Siilitaival,Igelkottsstråten,Vantaa
4301,Siilitie,Igelkottsvägen,Vantaa
4302,Siilotie,Silovägen,Vantaa
4303,Siimapuisto,Revparken,Vantaa
4304,Siimeskuja,Skymningsgränden,Vantaa
4305,Siipitie,Vingvägen,Vantaa
4306,Siirakuja,Gråsuggsgränden,Vantaa
4307,Siiratie,Gråsuggsvägen,Vantaa
4308,Siirtolanpolku,Kolonistigen,Vantaa
4309,Silahihna,Selremmen,Vantaa
4310,Silakkakuja,Strömmingsgränden,Vantaa
4311,Silakuja,Selgränden ,Vantaa
4312,Silatie,Selvägen,Vantaa
4313,Silkkipolku,Silkesstigen,Vantaa
4314,Silkkisilta,Silkebron,Vantaa
4315,Silkkitehtaantie,Silkesfabriksvägen,Vantaa
4316,Silkkitie,Silkevägen,Vantaa
4317,Sillböle gård,Sillböle gård,Vantaa
4318,Sillbölen rautakaivos,Sillböle järngruva,Vantaa
4319,Sillbölenoja,Sillbölebäcken,Vantaa
4320,Sillbölensilta,Sillbölebron,Vantaa
4321,Sillitie,Sillvägen,Vantaa
4322,Silmukuja,Bladknoppsgränden,Vantaa
4323,Siltamäen kivisilta,Brobacka stenbro,Vantaa
4324,Siltaniitty,Broängen,Vantaa
4325,Siltaniitynkuja,Broängsgränden,Vantaa
4326,Silvastintie,Silvastasvägen,Vantaa
4327,Silvola,Sillböle,Vantaa
4328,Silvolan tekojärvi,Sillböle bassäng,Vantaa
4329,Silvolan yritysalue,Silvola företagsområde,Vantaa
4330,Silvolankankaanpuisto,Sillbölemalmsparken,Vantaa
4331,Silvolankankaantie,Sillbölemalmsvägen,Vantaa
4332,Silvolantie,Sillbölevägen,Vantaa
4333,Simakuja,Mjödgränden,Vantaa
4334,Simonkallio,Simonsberg,Vantaa
4335,Simonkallionkuja,Simonsbergsgränden,Vantaa
4336,Simonkallionpolku,Simonsbergsstigen,Vantaa
4337,Simonkallionpuisto,Simonsbergsparken,Vantaa
4338,Simonkalliontie,Simonsbergsvägen,Vantaa
4339,Simonkuja,Simonsgränden,Vantaa
4340,Simonkylä,Simonsböle,Vantaa
4341,Simonkylänpuisto,Simonsböleparken,Vantaa
4342,Simonkyläntie,Simonsbölevägen,Vantaa
4343,Simonlaakso,Simonsdal,Vantaa
4344,Simonmetsä,Simonsskog,Vantaa
4345,Simonmetsäntie,Simonsskogsvägen,Vantaa
4346,Simonmetsikkö,Simonsdungen,Vantaa
4347,Simonpolku,Simonsstigen,Vantaa
4348,Simonportti,Simonsporten,Vantaa
4349,Simonsilta,Simonsbro,Vantaa
4350,Simontie,Simonsvägen,Vantaa
4351,Simosentie,Simonens väg,Vantaa
4352,Simpparinmäki,Simpparibacken,Vantaa
4353,Simpukankuja,Musselgränden,Vantaa
4354,Sinikantie,Sinikkavägen,Vantaa
4355,Sinikellonkuja,Blåklocksgränden,Vantaa
4356,Sinikellonpolku,Blåklocksstigen,Vantaa
4357,Sinikellontie,Blåklocksvägen,Vantaa
4358,Siniketunpolku,Blårävsstigen,Vantaa
4359,Sinikuja,Blågränden,Vantaa
4360,Sinikvartsinkatu,Blåkvartsgatan,Vantaa
4361,Sinikvartsinpiha,Blåkvartsgården,Vantaa
4362,Sinilatvankuja,Blågullsgränden,Vantaa
4363,Sinilatvanpolku,Blågullsstigen,Vantaa
4364,Sinilatvanpuisto,Blågullsparken,Vantaa
4365,Sinilatvantie,Blågullsvägen,Vantaa
4366,Sinirikonkuja,Purpurbräcksgränden,Vantaa
4367,Sinirikonpuisto,Purpurbräcksparken,Vantaa
4368,Sinirikontie,Purpurbräcksvägen,Vantaa
4369,Sinisiiventie,Blåvingevägen,Vantaa
4370,Sinivuokontie,Blåsippsvägen,Vantaa
4371,Sipoontie,Sibbovägen,Vantaa
4372,Sipulikuja,Lökgränden,Vantaa
4373,Sipulinvarsi,Lökgången,Vantaa
4374,Sipulipuisto,Lökparken,Vantaa
4375,Sipulitie,Lökvägen,Vantaa
4376,Sireenikuja,Syrengränden,Vantaa
4377,Sireenitie,Syrenvägen,Vantaa
4378,Siriuksenkuja,Siriusgränden,Vantaa
4379,Siriuksenpolku,Siriusstigen,Vantaa
4380,Siriuksenpuisto,Siriusparken,Vantaa
4381,Sirkankuja,Sirkkagränden,Vantaa
4382,Sirpanpolku,Sirpastigen,Vantaa
4383,Sirpantie,Sirpavägen,Vantaa
4384,Sirppikuja,Skärgränden,Vantaa
4385,Sisukaurankaari,Sisuhavresvängen,Vantaa
4386,Sisukauranpolku,Sisuhavrestigen,Vantaa
4387,Sitriinikuja,Citringränden,Vantaa
4388,Sivuhaara,Sidogrenen,Vantaa
4389,Sivupolku,Sidostigen,Vantaa
4390,Skallbölenoja,Skallbölebäcken,Vantaa
4391,Skattmansbynniitty,Skattmansbyängen,Vantaa
4392,Skiljegårdsbäcken,Skiljegårdsbäcken,Vantaa
4393,Skinnarintie,Skinnarsvägen,Vantaa
4394,Skituklimpen,Skituklimpen,Vantaa
4395,Skoängen,Skoängen,Vantaa
4396,Skobbaksenkuja,Skobbasgränden,Vantaa
4397,Skobbaksenmaa,Skobbasmarken,Vantaa
4398,Skobbaksenniitty,Skobbasängen,Vantaa
4399,Skobbaksenpolku,Skobbasstigen,Vantaa
4400,Skobbaksenrinne,Skobbasbrinken,Vantaa
4401,Skomars,Skomars,Vantaa
4402,Skrattbölenmaa,Skrattbölemarken,Vantaa
4403,Slättbackanmetsä,Slättbackaskogen,Vantaa
4404,Smedjan,Smedjan,Vantaa
4405,Smeds,Smeds,Vantaa
4406,Smedsberg,Smedsberg,Vantaa
4407,Smedsinmetsä,Smedsskogen,Vantaa
4408,Smedsinoja,Smedsbäcken,Vantaa
4409,Smedsinpuisto,Smedsparken,Vantaa
4410,Smedsmossen,Smedsmossen,Vantaa
4411,Sofianlehdonpolku,Sofielundsstigen,Vantaa
4412,Sofianlehdonpuisto,Sofielundsparken,Vantaa
4413,Sofiaro,Sofiaro,Vantaa
4414,Sofieberg,Sofieberg,Vantaa
4415,Sofielund,Sofielund,Vantaa
4416,Soidinniittu,Soidi,Vantaa
4417,Soidinpolku,Orrspelsstigen,Vantaa
4418,Soihtutie,Fackelvägen,Vantaa
4419,Sointukuja,Klanggränden,Vantaa
4420,Soittajankuja,Musikantgränden,Vantaa
4421,Sokkakuja,Sprintgränden,Vantaa
4422,Solatie,Passvägen,Vantaa
4423,Solbacka,Solbacka,Vantaa
4424,Solbackantie,Solbackavägen,Vantaa
4425,Solbacken,Solbacken,Vantaa
4426,Solinakuja,Porlgränden,Vantaa
4427,Solinaoja,Hösselbäcken,Vantaa
4428,Solinapiha,Porlgården,Vantaa
4429,Solinapolku,Porlstigen,Vantaa
4430,Solkikuja,Spännegränden,Vantaa
4431,Solkipolku,Spännestigen,Vantaa
4432,Solmu,Knuten,Vantaa
4433,Solmupuisto,Knutparken,Vantaa
4434,Soltorp,Soltorp,Vantaa
4435,Somerikkotie,Klapperstensvägen,Vantaa
4436,Somertie,Grusvägen,Vantaa
4437,Sompakuja,Stavtrissgränden,Vantaa
4438,Sompapuisto,Stavtrissparken,Vantaa
4439,Sompiontie,Sompiovägen,Vantaa
4440,Soopelipolku,Sobelstigen,Vantaa
4441,Sopulikuja,Lämmelgränden,Vantaa
4442,Sorakuja,Grusgränden,Vantaa
4443,Sorapolku,Grusstigen,Vantaa
4444,Sorkkarinlampi,Sorkkaripotten,Vantaa
4445,Sormuspolku,Fingerringsstigen,Vantaa
4446,Sorsatie,Andvägen,Vantaa
4447,Sorvapolku,Sarvstigen,Vantaa
4448,Sorvatie,Sarvvägen,Vantaa
4449,Sorvatienkenttä,Sarvvägsplanen,Vantaa
4450,Sorvikuja,Svarvgränden,Vantaa
4451,Sorvipolku,Svarvstigen ,Vantaa
4452,Sotilaskorpi,Soldatkärret,Vantaa
4453,Sotilaskorventie,Soldatkärrsvägen,Vantaa
4454,Sotkakuja,Dykandsgränden,Vantaa
4455,Sotkapuisto,Dykandsparken,Vantaa
4456,Sotkarinne,Dykandsbrinken,Vantaa
4457,Sotkatie,Dykandsvägen,Vantaa
4458,Sotungin Kirkkokallio,Sottungsby Kyrkberg,Vantaa
4459,Sotungintie,Sottungsbyvägen,Vantaa
4460,Sotunki,Sottungsby,Vantaa
4461,Sovintopuisto,Förlikningsparken,Vantaa
4462,Sovintosilta,Förlikningsbron,Vantaa
4463,Spanskinkuja,Spanskisgränden,Vantaa
4464,Spanskinpuisto,Spanskisparken,Vantaa
4465,Spanskintie,Spanskisvägen,Vantaa
4466,Spinellikuja,Spinellgränden,Vantaa
4467,Spinellipolku,Spinellstigen,Vantaa
4468,Staffaksenkuja,Staffasgränden,Vantaa
4469,Stambo,Stambo,Vantaa
4470,Starholken,Starholken,Vantaa
4471,Starttimäki,Startbacken,Vantaa
4472,Stenåkern,Stenåkern,Vantaa
4473,Stenbacka,0,Vantaa
4474,Stenhuset,Stenhuset,Vantaa
4475,Stenkulla,Stenkulla,Vantaa
4476,Stenkullanmäki,Stenkullabacken,Vantaa
4477,Stenkullanpolku,Stenkullastigen,Vantaa
4478,Stenkullanpuisto,Stenkullaparken,Vantaa
4479,Storängarna,Storängarna,Vantaa
4480,Stormosseninniitty,Stormossängen,Vantaa
4481,Storpetas,Storpetas,Vantaa
4482,Stors,Stors,Vantaa
4483,Strandkulla,Strandkulla,Vantaa
4484,Strandkullanoja,Strandkullabäcken,Vantaa
4485,Strandkullantie,Strandkullavägen,Vantaa
4486,Strenginkulma,Strengs hörna,Vantaa
4487,Sudenluolanpolku,Varglyestigen,Vantaa
4488,Sudentassu,Vargtassen,Vantaa
4489,Suhinapolku,Susstigen,Vantaa
4490,Suitsikuja,Betselgränden,Vantaa
4491,Suitsipuisto,Betselparken,Vantaa
4492,Suksikuja,Skidgränden,Vantaa
4493,Suksipuisto,Skidparken,Vantaa
4494,Suksitie,Skidvägen,Vantaa
4495,Sulkakuja,Fjädergränden,Vantaa
4496,Sulku,Sulkon,Vantaa
4497,Sumapolku,Timmerbrötsstigen,Vantaa
4498,Sumapuisto,Timmerbrötsparken,Vantaa
4499,Suojalankuja,Suojalkagränden,Vantaa
4500,Suojalantie,Suojalkavägen,Vantaa
4501,Suojalka,Suojalka,Vantaa
4502,Suokallionkuja,Mossabergsgränden,Vantaa
4503,Suokalliontie,Mossabergsvägen,Vantaa
4504,Suokeijunkuja,Kärrälvegränden,Vantaa
4505,Suolakuja,Saltgränden,Vantaa
4506,Suomantie,Suomavägen,Vantaa
4507,Suometsäntie,Mosskogsvägen,Vantaa
4508,Suoniityntie,Ängskärrsvägen,Vantaa
4509,Suopursunaukio,Getporsplatsen,Vantaa
4510,Suopursuntie,Getporsplatsen,Vantaa
4511,Suosaarenkaari,Suosaarisvängen,Vantaa
4512,Suosaarentie,Mossholmsvägen,Vantaa
4513,Suotie,Kärrvägen,Vantaa
4514,Suovakuja,Stackgränden,Vantaa
4515,Suovapolku,Stackstigen,Vantaa
4516,Suovatie,Stackvägen,Vantaa
4517,Supikuja,Mårdhundsgränden,Vantaa
4518,Surviaisenkuja,Dagsländsgränden,Vantaa
4519,Susiraja,Varggränsen,Vantaa
4520,Sutars,Sutars,Vantaa
4521,Sutarsinpolku,Sutarsstigen,Vantaa
4522,Sutarsinpuisto,Sutarsparken,Vantaa
4523,Suunnistajankuja,Orienterargränden,Vantaa
4524,Suunnistajanpolku,Orienterarstigen,Vantaa
4525,Suutarinkuja,Sutarsgränden,Vantaa
4526,Suutonoja,Sutobäcken,Vantaa
4527,Suvanto,Lugnvattnet,Vantaa
4528,Suvantopolku,Lugnvattensstigen,Vantaa
4529,Suvantotie,Lugnvattensvägen,Vantaa
4530,Svalboet,0,Vantaa
4531,Sydänpuisto,Hjärteparken,Vantaa
4532,Sydäntie,Hjärtvägen,Vantaa
4533,Sydenpolttajankuja,Kolargränden,Vantaa
4534,Syöttipolku,Betestigen,Vantaa
4535,Sysikuja,Träkolsgränden,Vantaa
4536,Sysipuisto,Träkolsparken,Vantaa
4537,Syväkivenpolku,Djupbergsstigen,Vantaa
4538,Syväkivenraitti,Djupbergsstråket,Vantaa
4539,Syväkiventie,Djupbergsvägen,Vantaa
4540,Syvänkuopanmäki,Djupgropsbacken,Vantaa
4541,Syvänkuopanoja,Djupgropsbäcken,Vantaa
4542,Syvänkuopanrinne,Djupgropsbrinken,Vantaa
4543,Syvännepolku,Djupstigen,Vantaa
4544,Syväoja,Syväoja,Vantaa
4545,Syväojanmetsä,Syväojaskogen,Vantaa
4546,Syyrakinkuja,Syrakasgränden,Vantaa
4547,Syyrakinpolku,Syrakasstigen,Vantaa
4548,Syysmäki,Höstbacken,Vantaa
4549,Syystuulenkuja,Höstvindsgränden,Vantaa
4550,Syystuulenpolku,Höstvindsstigen,Vantaa
4551,Syystuulentie,Höstvindsvägen,Vantaa
4552,Taalainkoivunpuisto,Ornäsbjörksparken,Vantaa
4553,Taalainkoivuntie,Ornäsbjörksvägen,Vantaa
4554,Taalarikatu,Dalergatan,Vantaa
4555,Taavankuja,Stavagränden,Vantaa
4556,Tädyketie,Ärenprisvägen,Vantaa
4557,Tähdenlento,Stjärnfallet,Vantaa
4558,Tähkäkuja,Axgränden,Vantaa
4559,Tähkäpolku,Axstigen,Vantaa
4560,Tähkätori,Axtorget,Vantaa
4561,Tähkätorinpolku,Axtorgsstigen ,Vantaa
4562,Tahkonkampi,Slipstensvävet,Vantaa
4563,Tahkopolku,Slipstensstigen,Vantaa
4564,Tahkopuisto,Slipstensparken,Vantaa
4565,Tahkotie,Slipstensvägen,Vantaa
4566,Tähtäinkuja,Siktesgränden,Vantaa
4567,Tähtimöntie,Stjärnblomsvägen,Vantaa
4568,Tähtitaivaankuja,Stjärnhimmelsgränden,Vantaa
4569,Tähtitaivaantie,Stjärnhimmelsvägen,Vantaa
4570,Tahtitie,Taktvägen,Vantaa
4571,Tähtönen,Lillstjärnan,Vantaa
4572,Taikakuja,Trollerigränden,Vantaa
4573,Taikapuisto,Trolleriparken,Vantaa
4574,Taikurintie,Trollkarlsvägen,Vantaa
4575,Taimenkuja,Forellgränden,Vantaa
4576,Tainantie,Tainavägen,Vantaa
4577,Taisto Mäen puisto,Taisto Mäkis park,Vantaa
4578,Taistonpolku,Taistostigen,Vantaa
4579,Taiturinpolku,Virtuosstigen,Vantaa
4580,Taivaanvuohentie,Beckasinvägen,Vantaa
4581,Taivalmetsä,Edesskogen,Vantaa
4582,Taivalniitynpolku,Edesängsstigen,Vantaa
4583,Taivalpolku,Edesstigen,Vantaa
4584,Taivalpuisto,Edesparken,Vantaa
4585,Taivaltie,Edesvägen,Vantaa
4586,Taivaskero,Taivaskero,Vantaa
4587,Taivastie,Skyvägen,Vantaa
4588,Takamäki,Takamäki,Vantaa
4589,Takojantie,Smidarvägen,Vantaa
4590,Taksiväylä,Taxileden,Vantaa
4591,Taksvärkkipolku,Dagsverksstigen,Vantaa
4592,Taksvärkkipulkka,Dagsverkspulkan,Vantaa
4593,Täkypolku,Agnfiskstigen,Vantaa
4594,Täkypuisto,Agnfiskparken,Vantaa
4595,Täkytie,Agnfiskvägen,Vantaa
4596,Talkookentänpolku,Talkoplansstigen,Vantaa
4597,Talkookenttä,Talkoplanen,Vantaa
4598,Talkoopolku,Talkostigen,Vantaa
4599,Talkooraitti,Talkostråket,Vantaa
4600,Talkootie,Talkovägen,Vantaa
4601,Talkootori,Talkotorget,Vantaa
4602,Tallbacka,Tallbacka,Vantaa
4603,Tallimäentie,Stallbacksvägen,Vantaa
4604,Tallkärret,Tallkärret,Vantaa
4605,Talonpojantie,Bondevägen,Vantaa
4606,Talttakuja,Mejselgränden,Vantaa
4607,Talttapolku,Mejselstigen,Vantaa
4608,Talttapuisto,Mejselparken,Vantaa
4609,Talvikkipolku,Pyrolastigen,Vantaa
4610,Talvikkipuisto,Pyrolaparken,Vantaa
4611,Talvikkirinne,Pyrolabrinken,Vantaa
4612,Talvikkitie,Pyrolavägen,Vantaa
4613,Talvitie,Vintervägen,Vantaa
4614,Tammapolku,Märrstigen,Vantaa
4615,Tammapuisto,Märrparken,Vantaa
4616,Tammasuo,Märakärret,Vantaa
4617,Tammenterho,Ekollonet,Vantaa
4618,Tammenterhonpolku,Ekollonsstigen,Vantaa
4619,Tammikuja,Ekgränden,Vantaa
4620,Tammikujanmetsikkö,Ekgrändsdungen,Vantaa
4621,Tammimäentie,Ekbacksvägen,Vantaa
4622,Tammio,Tammio,Vantaa
4623,Tammionkalliot,Tammiobergen,Vantaa
4624,Tammirinteenpolku,Ekbrinksstigen,Vantaa
4625,Tammirinteenpuisto,Ekbrinksparken,Vantaa
4626,Tammirinteentie,Ekbrinksvägen,Vantaa
4627,Tammisto,Rosendal,Vantaa
4628,Tammiston kauppatie,Rosendals handelsväg,Vantaa
4629,Tammistonkatu,Tammistogatan,Vantaa
4630,Tammistonkuja,Tammistogränden,Vantaa
4631,Tammistonmäki,Tammistobacken,Vantaa
4632,Tammistonpolku,Tammistostigen,Vantaa
4633,Tammistonranta,Tammistostranden,Vantaa
4634,Tammistontie,Tammistovägen,Vantaa
4635,Tanhukuja,Folkdansgränden,Vantaa
4636,Tanhupolku,Folkdansstigen,Vantaa
4637,Tanhurinne,Folkdansbrinken,Vantaa
4638,Tanssijanpolku,Dansarstigen,Vantaa
4639,Tanssijantie,Dansarvägen,Vantaa
4640,Tanupolku,Styckmösstigen,Vantaa
4641,Taoskuja,Smidesgränden,Vantaa
4642,Taostie,Smidesvägen,Vantaa
4643,Tapahtumakuja,Evenemangsgränden,Vantaa
4644,Tapaninkyläntie,Staffansbyvägen,Vantaa
4645,Tapionkuja,Tapiogränden,Vantaa
4646,Tapionrannanpolku,Tapiostrandsstigen,Vantaa
4647,Tapionranta,Tapiostranden,Vantaa
4648,Tapiontaival,Tapiostråten,Vantaa
4649,Tapiontie,Tapiovägen,Vantaa
4650,Tapola,Tapola,Vantaa
4651,Tapolankuja,Tapolagränden,Vantaa
4652,Tapolanoja,Tapolabäcken ,Vantaa
4653,Tapolanpolku,Tapolastigen,Vantaa
4654,Tapolanrinne,Tapolabrinken,Vantaa
4655,Tapolansilta ,Tapolabron,Vantaa
4656,Tapolantie,Tapolavägen,Vantaa
4657,Tapparakuja,Stridsyxgränden,Vantaa
4658,Tapparapolku,Stridsyxstigen,Vantaa
4659,Tarha,Fållan,Vantaa
4660,Tarhapuisto,Fållparken,Vantaa
4661,Tarhurinaukio,Trädgårdsmästarplatsen,Vantaa
4662,Tarhurinpuisto,Trädgårdsmästarparken,Vantaa
4663,Tarhurintie,Trädgårdsmästarvägen,Vantaa
4664,Tarinapolku,Mytstigen,Vantaa
4665,Tarinapuisto,Mytparken,Vantaa
4666,Tarinatie,Mytvägen,Vantaa
4667,Tarinatori,Sagotorget,Vantaa
4668,Tarjantie,Tarjavägen,Vantaa
4669,Tasakalliontie,Flatbergsvägen,Vantaa
4670,Tasankopolku,Slättstigen,Vantaa
4671,Tasankopuisto,Slättparken,Vantaa
4672,Tasetie,Balansvägen,Vantaa
4673,Tasettipolku,Tazettstigen,Vantaa
4674,Tatti,Soppen,Vantaa
4675,Tattikuja,Soppgränden,Vantaa
4676,Tattipolku,Soppstigen,Vantaa
4677,Taula-Matin tie,Taula-Mattis väg,Vantaa
4678,Taulapolku,Fnöskestigen,Vantaa
4679,Taulatie,Fnöskevägen,Vantaa
4680,Tavastinpuisto,Tavastparken,Vantaa
4681,Tavastkullanmäki,Tavastkullabacken,Vantaa
4682,Tavastkullanoja,Tavastkullabäcken,Vantaa
4683,Tavastkullanpelto,Tavastkullaåkern,Vantaa
4684,Tavastkullanpolku,Tavastkullastigen,Vantaa
4685,Tavastkullantie,Tavastkullavägen,Vantaa
4686,Tavellkärret,Tavellkärret,Vantaa
4687,Tavipuisto,Krickparken,Vantaa
4688,Tavitie,Krickvägen,Vantaa
4689,Täysikuuntie,Fullmånsvägen,Vantaa
4690,Teatteriaukio,Teaterplatsen,Vantaa
4691,Teatterikuja,Teatergränden,Vantaa
4692,Teatteripolku,Teaterstigen,Vantaa
4693,Teerikuja,Orrgränden,Vantaa
4694,Teerimäentie,Orrbacksvägen,Vantaa
4695,Teerimäki,Orrberget,Vantaa
4696,Teeripolku,Orrstigen,Vantaa
4697,Teeripuisto,Orrparken,Vantaa
4698,Teeririnne,Orrbrinken,Vantaa
4699,Teeritie,Orrvägen,Vantaa
4700,Teijantie,Teijavägen,Vantaa
4701,Teilimäki,Stegelbacken,Vantaa
4702,Teknikonkuja,Teknikergränden,Vantaa
4703,Teknikontie,Teknikervägen,Vantaa
4704,Teknobulevardi,Teknobulevarden,Vantaa
4705,Telkkäpuisto,Knipparken,Vantaa
4706,Telkkätie,Knipvägen,Vantaa
4707,Telluksenkuja,Tellusgränden,Vantaa
4708,Telluksenpolku,Tellusstigen,Vantaa
4709,Telluksenpuisto,Tellusparken,Vantaa
4710,Telluksentie,Tellusvägen,Vantaa
4711,Tennispuisto,Tennisparken,Vantaa
4712,Tennistie,Tennisvägen,Vantaa
4713,Teräkuja,Bettgränden,Vantaa
4714,Teräsköydentie,Stålvajersvägen,Vantaa
4715,Teräsvehnä,Stålvetet,Vantaa
4716,Terätie,Bettvägen,Vantaa
4717,Terhirinne,Paddfotsbrinken,Vantaa
4718,Terhitie,Paddfotsvägen,Vantaa
4719,Terhokuja,Ollongränden,Vantaa
4720,Terhopolku,Ollonstigen,Vantaa
4721,Terhotie,Ollonvägen,Vantaa
4722,Terminaalikuja,Terminalgränden,Vantaa
4723,Terminaalitie,Terminalvägen,Vantaa
4724,Tertunkuja,Terttugränden,Vantaa
4725,Tertunpuisto,Terttuparken,Vantaa
4726,Tertuntie,Terttuvägen,Vantaa
4727,Tervahaudanmetsä,Tjärdalsskogen,Vantaa
4728,Tervahaudantie,Tjärdalsvägen,Vantaa
4729,Tervakkokuja,Tjärblomstergränden,Vantaa
4730,Tervakkopolku,Tjärblomsterstigen,Vantaa
4731,Tervakkopuisto,Tjärblomsterparken,Vantaa
4732,Tervakkotie,Tjärblomstervägen,Vantaa
4733,Tervakuja,Tjärgränden,Vantaa
4734,Tervaoja,Tjärbäcken,Vantaa
4735,Tessen,Tessen,Vantaa
4736,Tesseninkuja,Tessensgränden,Vantaa
4737,Testi,Test,Vantaa
4738,Teuvonkuja,Teuvogränden,Vantaa
4739,Teuvonmetsikkö,Teuvodungen,Vantaa
4740,Teuvontie,Teuvovägen,Vantaa
4741,Tiedekeskus Heureka,Vetenskapscentret Heureka,Vantaa
4742,Tiedepuisto,Vetenskapsparken,Vantaa
4743,Tienvieri,Vägkanten,Vantaa
4744,Tiesillanpuisto,Vägbroparken,Vantaa
4745,Tiikerinsilmä,Tigerögat,Vantaa
4746,Tiikerinsilmänpolku,Tigerögsstigen,Vantaa
4747,Tiikerinsilmänpuisto,Tigerögsparken,Vantaa
4748,Tiilenlyöjänkuja,Tegelslagargränden,Vantaa
4749,Tiilenpolttajankuja,Tegelbrännargränden,Vantaa
4750,Tiilenpolttajanpolku,Tegelbrännarstigen,Vantaa
4751,Tiililammenpuisto,Tegelpottsparken,Vantaa
4752,Tiililampi,Tegelpotten,Vantaa
4753,Tiilipojanlenkki,Tegelpojkslänken,Vantaa
4754,Tiilipojanpolku,Tegelpojksstigen,Vantaa
4755,Tiilipolku,Tegelstigen,Vantaa
4756,Tiilitie,Tegelvägen,Vantaa
4757,Tiirakuja,Tärngränden,Vantaa
4758,Tiiranpuisto,Tiiraparken,Vantaa
4759,Tikkakuja,Hackspettsgränden,Vantaa
4760,Tikkuraitti,Dickurstråket,Vantaa
4761,Tikkurilan Ammattikoulu,0,Vantaa
4762,Tikkurilan Kassatalo,Tikkurilan Kassatalo,Vantaa
4763,Tikkurilan matkakeskus,Dickursby resecentral,Vantaa
4764,Tikkurilan urheilupuisto,Dickursby idrottspark,Vantaa
4765,Tikkurilan Veteraanipuisto,Dickursby Veteranpark,Vantaa
4766,Tikkurilanaukio,Dickursbyplatsen,Vantaa
4767,Tikkurilankoski,Dickursbyforsen,Vantaa
4768,Tikkurilanpuisto,Dickursbyparken,Vantaa
4769,Tikkurilanraitio,Dickursbyspåret,Vantaa
4770,Tikkurilanranta,Dickursbystranden,Vantaa
4771,Tikkurilantori,Dickursbytorget,Vantaa
4772,Tikkurinaukio,Dickursplatsen,Vantaa
4773,Tiklipuisto,Steglitsparken,Vantaa
4774,Tiklitie,Steglitsvägen,Vantaa
4775,Tilanhoitajan asuinrakennus,Förvaltarens bostadshus,Vantaa
4776,Tilhikuja,Sidensvansgränden,Vantaa
4777,Tilhitie,Sidensvansvägen,Vantaa
4778,Tilkunpelto,Tilkuåkern,Vantaa
4779,Tilkuntie,Tilkuvägen,Vantaa
4780,Tilustie,Hemmansvägen,Vantaa
4781,Timanttikiteenkuja,Diamantkristallsgränden,Vantaa
4782,Timanttikiteenpolku,Diamantkristallsstigen,Vantaa
4783,Timanttikiteenpuisto,Diamantkristallsparken,Vantaa
4784,Timanttikuja,Diamantgränden,Vantaa
4785,Timanttipolku,Diamantstigen,Vantaa
4786,TIMANTTISILTA,DIAMANTBRON,Vantaa
4787,Timjamikuja,Timjangränden,Vantaa
4788,Timmermalmi,Timmermalmen,Vantaa
4789,Timmermalminkuja,Timmermalmsgränden,Vantaa
4790,Timmermalminpolku,Timmermalmsstigen,Vantaa
4791,Timmermalminreuna,Timmermalmskanten,Vantaa
4792,Timmermalmintie,Timmermalmsvägen,Vantaa
4793,Timonpolku,Timostigen,Vantaa
4794,Timontie,Timovägen,Vantaa
4795,Timpurinkuja,Timmermansgränden,Vantaa
4796,Tinakuja,Tenngränden,Vantaa
4797,Tippa,Droppen,Vantaa
4798,Toinensavu,Andra röken,Vantaa
4799,Toinentie,Andra vägen,Vantaa
4800,Toivonkuja,Toivogränden,Vantaa
4801,Toivonpolku,Toivostigen,Vantaa
4802,Toivonrinne,Toivobrinken,Vantaa
4803,Toivontie,Toivovägen,Vantaa
4804,Tolkinkylä,Tolkby,Vantaa
4805,Tolkinkylän lumenvastaanottopaikka,Tolkby snömottagningsplats,Vantaa
4806,Tolkinkylänmäki,Tolkbybacken,Vantaa
4807,Tolkinkylänoja,Tolkbybäcken,Vantaa
4808,Tolkinkylänpelto,Tolkbyåkern,Vantaa
4809,Tolkinkylänpolku,Tolkbystigen,Vantaa
4810,Tolkinkylänrinne,Tolkbybrinken,Vantaa
4811,Tolkinkyläntie,Tolkbyvägen,Vantaa
4812,Tolkinmetsä,Tolkskogen,Vantaa
4813,Tolkinmetsänoja,Tolkskogsbäcken,Vantaa
4814,Tolkinmetsänpolku,Tolkskogsstigen,Vantaa
4815,Tonttipolku,Tomtstigen,Vantaa
4816,Tonttipuisto,Tomtparken,Vantaa
4817,Tonttumäenpuisto,Tomtåkersparken,Vantaa
4818,Tonttumäki,Tomtåkersbacken,Vantaa
4819,Topaasiaukio,Topasplatsen,Vantaa
4820,Topaasikuja,Topasgränden,Vantaa
4821,Topaasipolku,Topasstigen,Vantaa
4822,Törmäpuisto,Åbrantsparken,Vantaa
4823,Törmätie,Åbrantsvägen,Vantaa
4824,Tornimäki,Tornbacken,Vantaa
4825,Torpantie,Torpvägen,Vantaa
4826,Torrbacka,Torrbacka,Vantaa
4827,Torstinkuja,Torstensgränden,Vantaa
4828,Torstintie,Torstensvägen,Vantaa
4829,Toteemiaukio,Totemplatsen,Vantaa
4830,Toukolantie,Toukolavägen,Vantaa
4831,Toukopolku,Vårbruksstigen,Vantaa
4832,Trollebo,Trollebo,Vantaa
4833,Trukkikuja,Truckgränden,Vantaa
4834,Tuijantie,Tuijavägen,Vantaa
